ID	Reviews	Labels
1152	上妆效果：满好的， 适合肤质：效果不错，很自然，	B-gongxiao I-gongxiao I-gongxiao I-gongxiao O B-pos I-pos I-pos O O O O O O O O O B-pos I-pos O B-pos I-pos I-pos O
1153	价格很合适，洗面奶很清爽，不刺激	B-jiage I-jiage B-pos I-pos I-pos O O O O B-pos I-pos I-pos O B-pos I-pos I-pos
1154	可以哦，水份多多	B-pos I-pos I-pos O B-pos I-pos I-pos I-pos
1155	很喜欢这款卸妆水，卸妆非常彻底。很干净，一点也不干，值得购买！	B-pos I-pos I-pos O O O O O O B-gongxiao I-gongxiao B-pos I-pos I-pos I-pos O B-pos I-pos I-pos O B-pos I-pos I-pos I-pos I-pos O O O O O O
1156	特意用眉笔，眼线液和口红做了个实验，卸妆效果一般般，眼线液和眉笔两遍可以卸掉，口红要卸遍，不会回购	O O O O O O O O O O O O O O O O O O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-neg I-neg I-neg O O O O O O O O O O O O O O O O O O O O O O O O
1157	感觉还挺不错的，不知道用过效果如何，若好的话会继续支持的。	O O O B-pos I-pos I-pos I-pos O O O O O O O O O O O O O O O O O O O O O O
1158	价格实惠，有一个替换装，还送一个，物超所值	B-jiage I-jiage B-pos I-pos O O O O O O O O O O O O O B-pos I-pos I-pos I-pos
1159	皮肤很干，选滋润型，泡沫也多，鼻子两边可以洗干净，不腻也不干	O O O O O O O O O O B-shiyongtiyan I-shiyongtiyan O B-pos O O O O O O O B-pos I-pos I-pos O B-pos I-pos O B-pos I-pos
1160	挺好！经济实惠，品牌可以！效果不错，不卡粉！持久清新，有一种惊天地泣鬼神的感觉！	B-pos I-pos O B-pos I-pos B-pos I-pos O O O O O O B-gongxiao I-gongxiao B-pos I-pos O B-pos I-pos I-pos O B-pos I-pos B-pos I-pos O O O O O O O O O O O O O O
1161	包装好看，挺好用的	B-baozhuang I-baozhuang B-pos I-pos O B-pos I-pos I-pos I-pos
1162	一直用这个牌子的护肤品，很不错，第一次用这个隔离霜，有点白，估计适合偏黄肤色	O O O O O O O O O O O O B-pos I-pos I-pos O O O O O O O O O O O B-pos I-pos I-pos O O O O O O O O O
1163	是我常用的东西，所以很喜欢，方便使用！天天用的东西，真心不错	O O O O O O O O O O B-pos I-pos I-pos O O O O O O O O O O O O O B-pos I-pos I-pos I-pos
1164	面膜可以  只不过客服的服务真让人不敢恭维	O O B-pos I-pos O O O O O O O O B-fuwu I-fuwu O O O B-neg I-neg I-neg I-neg
1165	收到了，已扫码验证是正品	O O O O O O O O O B-pos I-pos I-pos
1166	用了，觉得补水效果还行	O O O O O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos
1167	在实体店看过了，网上价格低一点，效果还不知道。	O O O O O O O O O O B-jiage I-jiage B-pos I-pos I-pos O O O O O O O O
1168	用了这么多面膜.还是觉得这个好用.超级补水保湿	O O O O O O O O O O O O O O B-pos I-pos O B-pos I-pos I-pos I-pos B-pos I-pos
1169	宝贝很好，物流给了，不错不错！	O O B-pos I-pos O B-wuliu I-wuliu B-pos I-pos O B-pos I-pos O O O
1170	每天一片效果还是不错的	O O O O O O B-pos I-pos I-pos I-pos I-pos
1171	物流速度特别特别快，卖家态度也不错！重点是代言人好！！！justin！！！喜欢！！！	B-wuliu I-wuliu I-wuliu I-wuliu O O B-pos I-pos I-pos O B-fuwu I-fuwu I-fuwu I-fuwu O B-pos I-pos O O O O O O O O O O O O O O O O O O O O B-pos I-pos O O O
1172	家里人买的，应该还可以吧，一直用。	O O O O O O O O B-neu I-neu I-neu O O O O O O
1173	好用！谢谢	B-pos I-pos O O O
1174	不错，挺好用,下次还会在来	B-pos I-pos O B-pos I-pos I-pos O O O O O O O
1175	真的很好用，我的皮肤有点黄，抹上去了感觉看起来很爽，不油腻	O O B-pos I-pos I-pos O O O O O O O O O O O O O O O O O O B-pos I-pos O B-pos I-pos I-pos
1176	给 婆婆买的，应该是正品	O O O O O O O O O O B-pos I-pos
1177	好，价格实惠，很好用、买一送一超级划算、**物流超快！非常满意	O O B-jiage I-jiage B-pos I-pos O B-pos I-pos I-pos O O O O O B-pos I-pos I-pos I-pos O O O B-wuliu I-wuliu B-pos I-pos O B-pos I-pos I-pos I-pos
1178	**不咋地 连盒子都没有	O O O O O O O B-baozhuang I-baozhuang O B-neg I-neg
1179	一直用这款，保湿补水效果不错	O O O O O O B-gongxiao I-gongxiao B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos
1180	还可以，水份挺足的	B-pos I-pos I-pos O B-chengfen I-chengfen B-pos I-pos I-pos
1181	第一次买这个牌子的，挺好用的，不卡粉，多送一个替换装挺实惠的！	O O O O O O O O O O B-pos I-pos I-pos I-pos O B-pos I-pos I-pos O O O O O O O O B-pos I-pos I-pos I-pos O
1182	一如既往的好，精华液很多，很喜欢，相信****	O O O O O O O B-chengfen I-chengfen I-chengfen B-pos I-pos O B-pos I-pos I-pos O O O O O O O
1183	不错，遮暇还可以，推荐使用	B-pos I-pos O B-gongxiao I-gongxiao B-pos I-pos I-pos O O O O O
1184	打开有股淡淡的香味，试用了一下还可以哦！	O O O O B-pos I-pos I-pos B-qiwei I-qiwei O O O O O O B-pos I-pos I-pos O O
1185	好评，洗得干净不紧绷，好闻的海洋清新味~	B-pos I-pos O O O B-pos I-pos B-pos I-pos I-pos O B-pos I-pos O O O O O O O
1186	买了好多面膜，打算用到到明年双十一了，承包了已经这个真的超好用，用完脸润润的	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-pos I-pos I-pos O O O O B-pos I-pos I-pos
1187	东西收到了很好，下次还来购买，快递小哥直接送货到家	O O O O O B-pos I-pos O O O O O O O O B-wuliu I-wuliu I-wuliu I-wuliu O O B-pos I-pos I-pos I-pos
1188	好，棒，好，用，极力推荐！	B-pos I-pos I-pos O B-pos I-pos I-pos O O O O O O
1189	好划算，两三天用一个，每天美美的，赠品小盒子一打开包装就被别人抢走了	B-pos I-pos I-pos O O O O O O O O O O O O O O B-jiage I-jiage O O O O O O O O O O O O O O O
1190	赠送的，用了一片还行，没有太明显的感觉，本身一直用的是另一个品牌的面膜，***家喜欢用美白精华	O O O O O O O O B-neu I-neu O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1191	昨天到了还没用、不过我都是在这家店买的好几次了很喜欢	O O O O O O O O O O O O O O O O O O O O O O O B-pos I-pos I-pos
1192	不油腻，效果不错，好用。	B-pos I-pos I-pos O O O B-pos I-pos O B-pos I-pos O
1193	一直用它，屯了很多货，实惠又好用，用了好几年了。每个效果的都买了一遍	O O O O O O O O O O O B-pos I-pos O B-pos I-pos O O O O O O O O O O O O O O O O O O
1194	太干了，不好用	B-neg I-neg I-neg O B-neg I-neg I-neg
1195	以前都在实体店买，比较一下还是比较满意，比店里便宜多了	O O O O O O O O O O O O O O O B-pos I-pos I-pos I-pos O O O O B-pos I-pos O O
1196	可以香味也可以	B-pos I-pos B-qiwei I-qiwei O O O
1197	很好，不卡粉，保湿好	B-pos I-pos O B-pos I-pos I-pos O B-gongxiao I-gongxiao B-pos
1198	买一送一，不错，一次买了两盒，够用一段时间了，超值的一次购物！	O O O O O B-pos I-pos O O O O O O O O O O O O O O O O O O O O O O O O
1199	很快收到不错！！！！！！！！！！！！！	B-pos I-pos O O B-pos I-pos O O O O O O O O O O O O O
1200	闷痘 搓泥 还有一年过期 ，，，，，，，，，，	B-neg I-neg O B-neg I-neg O O O O O B-neg I-neg O O O O O O O O O O O
1201	很不错包装也很好	B-pos I-pos I-pos B-baozhuang I-baozhuang B-pos I-pos I-pos
1202	面膜看起来非常不错，味道好闻。	O O O O O B-pos I-pos I-pos I-pos O B-qiwei I-qiwei B-pos I-pos O
1203	一有活动就囤货，温和不太刺激，适合每天用	O O B-jiage I-jiage O O O O B-pos I-pos B-pos I-pos I-pos I-pos O O O O O O
1204	一直用这个牌子的面膜，不错	O O O O O O O O O O O B-pos I-pos
1205	一般，洗了以后不是很滋润，个人是干性皮肤	B-neu I-neu O O O O O B-neg I-neg I-neg I-neg I-neg O O O O O O O O
1206	老顾客加回头客了，使用效果吸收很不错哦，可以根据自己的皮肤参考购买噢	O O O O O O O O O O O O O B-shiyongtiyan I-shiyongtiyan B-pos I-pos I-pos O O O O O O O O O O O O O O O O
1207	不错，容易推开	B-pos I-pos O B-pos I-pos I-pos I-pos
1208	挺好用的 遮瑕特别好	B-pos I-pos I-pos I-pos O B-gongxiao I-gongxiao B-pos I-pos I-pos
1209	很好用，还有淡淡的香味，下次还会来的	B-pos I-pos I-pos O O O B-pos I-pos I-pos B-qiwei I-qiwei O O O O O O O
1210	用了之后感觉皮肤水水润润的，补水用这个真的很好	O O O O O O O O B-pos I-pos I-pos I-pos I-pos O B-gongxiao I-gongxiao O O O B-pos I-pos I-pos I-pos
1211	很好用，洗了不紧绷，还还买一送一了，超值的，	B-pos I-pos I-pos O O O B-pos I-pos I-pos O O O O O O O O O B-pos I-pos I-pos O
1212	很好用，第二次购买了，好评	B-pos I-pos I-pos O O O O O O O O B-pos I-pos
1213	东西不错，价格实惠，以后还会购买	O O B-pos I-pos O B-jiage I-jiage B-pos I-pos O O O O O O O
1214	一直用这个牌子的面膜，感觉很好，会继续使用的	O O O O O O O O O O O O O B-pos I-pos O O O O O O O
1215	好用的， 擦起来有一点白，唯一缺点就是味道不好闻。	B-pos I-pos O O O O O O B-neu I-neu I-neu I-neu O O O O O O O B-qiwei I-qiwei B-neg I-neg I-neg O
1216	这个面膜还可以，水份很多。皮肤超好	O O O O B-pos I-pos I-pos O B-pos I-pos I-pos I-pos O O O O O
1217	妆前隔离很好用啊，，，粉底有香味我不太喜欢有香味的怕熏到对象	O O B-gongxiao I-gongxiao B-pos I-pos I-pos O O O O B-qiwei I-qiwei B-neg I-neg I-neg O B-neg I-neg I-neg I-neg O O O O O O O O O
1218	宝贝收到了很喜欢经济又实惠好评打赏	O O O O O B-pos I-pos I-pos B-pos I-pos I-pos I-pos I-pos B-pos I-pos O O
1219	一直都在用这个牌子，感觉很好用，价格亲民，上妆效果很好	O O O O O O O O O O O O B-pos I-pos I-pos O B-jiage I-jiage B-pos I-pos O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos
1220	和我在实体店买的差不多气味相似，洗过脸好舒服滑滑的，不拉眼，真的好用	O O O O O O O O O O O B-qiwei I-qiwei B-pos I-pos O O O O B-pos I-pos I-pos B-pos I-pos I-pos O B-pos I-pos I-pos O B-pos I-pos I-pos I-pos
1221	一直都在用***，就是喜欢，就是好用&lt	O O O O O O O O O O O B-pos I-pos O O O B-pos I-pos O O O
1222	精华液很多，敷完吸收很快	B-chengfen I-chengfen I-chengfen B-pos I-pos O O O B-shiyongtiyan I-shiyongtiyan B-pos I-pos
1223	还没用，先用用试试，效果好了再来追评，但是包装很喜欢呀	O O O O O O O O O O O O O O O O O O O O O B-baozhuang I-baozhuang B-pos I-pos I-pos O
1224	都是今天刚收到还未用，快递服务也很好，很常满意	O O O O O O O O O O O B-wuliu I-wuliu I-wuliu I-wuliu O B-pos I-pos O B-pos I-pos I-pos I-pos
1225	很棒，我超级喜欢?，我家住的远没想到都送到家，真好。还赠送的有替换装，大爱??	B-pos I-pos O O B-pos I-pos I-pos I-pos O O O O O O O O O O O O O O O B-pos I-pos O O O O O O O O O O B-pos I-pos O O
1226	老回头客了，都不用说什么赞美之词了。炒鸡棒棒！	O O O O O O O O O O O O O O O O O O B-pos I-pos I-pos I-pos O
1227	一直用这个牌子， 清洁能力：清洁能力挺好的，洗完不紧绷	O O O O O O O O O O O O O O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos I-pos O O O B-pos I-pos I-pos
1228	给妈妈买的，用了一段时间了，妈妈说还不错，很满意哦	O O O O O O O O O O O O O O O O O B-pos I-pos I-pos O B-pos I-pos I-pos O
1229	还行吧，还不错的样子，还可以吧就是这样啊，还行的样子啊。	B-pos I-pos I-pos O B-pos I-pos I-pos O O O O B-pos I-pos I-pos O O O O O O O O O O O O O O
1230	估计假货吧，肤色都不正，不能用	O O B-neg I-neg O O B-gongxiao I-gongxiao O B-neg I-neg O B-neg I-neg I-neg
1231	昨天晚上回去用了一下，感觉卸妆很干净，很不错，按压也很方便	O O O O O O O O O O O O O B-gongxiao I-gongxiao B-pos I-pos I-pos O B-pos I-pos I-pos O O O O B-pos I-pos I-pos
1232	不错哦。速度很快，~。以后就买****的了。	B-pos I-pos O O B-wuliu I-wuliu B-pos I-pos O O O O O O O O O O O O O O
1233	适合干性皮肤，清洁作用很一般了	O O O O O O O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-neu I-neu I-neu O
1234	质地好推开，清薄，透气，很好用的一款隔离霜	O O B-pos I-pos I-pos O B-pos I-pos O B-pos I-pos O B-pos I-pos I-pos O O O O O O
1235	东西收到了，质量不错是正品，比实体店便宜多了。	O O O O O O O O B-pos I-pos B-pos I-pos I-pos O O O O O B-pos I-pos O O O
1236	感觉不是很好用 也不知道是不是我长期没用气垫的过。但是妆感还可以	O O B-neg I-neg I-neg I-neg I-neg O O O O O O O O O O O O O O O O O O O O B-shiyongtiyan I-shiyongtiyan B-pos I-pos I-pos
1237	挺干的，不油腻	B-neg I-neg I-neg O B-pos I-pos I-pos
1238	很喜欢，又快	B-pos I-pos I-pos O O B-pos
1239	洗面奶泡沫不多，洗了还比较干净，也不紧绷，现在换了整套大红瓶，总体来说还可以，发货挺快的，好评	O O O B-shiyongtiyan I-shiyongtiyan B-neu I-neu O O O O B-pos I-pos I-pos I-pos O O B-pos I-pos I-pos O O O O O O O O O O O O O O O B-pos I-pos I-pos O B-wuliu I-wuliu B-pos I-pos O O B-pos I-pos
1240	没抢到加赠的精华，物流还是很快的，精华比较水润适合夏天使用，美白效果等用完两瓶再看	O O O O O O O O O B-wuliu I-wuliu O O B-pos I-pos O O O O B-pos I-pos I-pos I-pos O O O O O O O B-gongxiao I-gongxiao I-gongxiao I-gongxiao O O O O O O O
1241	已经用了，还可以吧	O O O O O B-pos I-pos I-pos O
1242	货收到了，查了一下是正品，一直用这个牌子，相信**很满意	O O O O O O O O O B-pos I-pos I-pos O O O O O O O O O O O O O B-pos I-pos I-pos
1243	一直的老客户，发货飞快，质量不错，值得推荐	O O O O O O O B-wuliu I-wuliu B-pos I-pos O B-qita I-qita B-pos I-pos O B-pos I-pos I-pos I-pos
1244	这个遮瑕效果一般	O O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-neu I-neu
1245	还好吧！还没用！	B-pos I-pos I-pos O O O O O
1246	效果非常不错哦(^_^)	O O B-pos I-pos I-pos I-pos O O O O O O
1247	气垫还行，还赠送两替换装，就是粉扑不好用&hellip	O O B-pos I-pos O O O O O O O O O O O O O B-neg I-neg I-neg O O O O O O O
1248	控油效果：很好。清洁效果：很干净。泡沫丰富度：刚刚合适。保湿效果：保湿一整天。温和程度：很好。	B-gongxiao I-gongxiao I-gongxiao I-gongxiao O B-pos I-pos O B-gongxiao I-gongxiao I-gongxiao I-gongxiao O B-pos I-pos I-pos O B-shiyongtiyan I-shiyongtiyan I-shiyongtiyan I-shiyongtiyan I-shiyongtiyan O B-pos I-pos I-pos I-pos O B-gongxiao I-gongxiao I-gongxiao I-gongxiao O O O B-pos I-pos I-pos O B-shiyongtiyan I-shiyongtiyan I-shiyongtiyan I-shiyongtiyan O O O O
1249	**速度快，物美价廉，服务好，值得推荐，还会再来	O O B-wuliu I-wuliu B-pos O B-pos I-pos I-pos I-pos O B-fuwu I-fuwu B-pos O O O O O O O O O O
1250	很划算，还没有用，期待好用	B-pos I-pos I-pos O O O O O O O O O O
1251	暂时给个好评，用了出效果再追评！查了是正品！客服态度也很好！	O O O O O O O O O O O O O O O O O O B-neu I-neu I-neu O B-fuwu I-fuwu I-fuwu I-fuwu O B-pos I-pos O
1252	按压式的，很方便，押一两次就够了，卸载晚脸色不油腻	O O O O O B-pos I-pos I-pos O O O O O O O O O O O O O O B-pos I-pos I-pos
1253	还没有用，希望是正品，好的话还会继续买，用了在评论	O O O O O B-neu I-neu I-neu I-neu I-neu O O O O O O O O O O O O O O O
1254	粉扑好硬。粉液也一般般啦。不过也对的起这个价格。有两个替换装。	B-shiyongtiyan I-shiyongtiyan B-neg I-neg O B-shiyongtiyan I-shiyongtiyan O B-neg I-neg I-neg O O O O O B-pos I-pos I-pos O O B-jiage I-jiage O O O O O O O O
1255	已多次购买，品质好，服务好，开票也快！	O O O O O O B-zhengti I-zhengti O O B-fuwu I-fuwu B-pos O B-fuwu I-fuwu O B-pos O
1256	感觉一般，就是补水面膜	O O B-neu I-neu O O O O O O O
1257	好评，帮别人叉的	B-pos I-pos O O O O O O
1258	搞活动买的价格很便宜，很实惠，已经使用过一次，里面的精华液很多，以后会继续关注，期待效果，五星好评！	O B-zhengti I-zhengti O O B-jiage I-jiage B-pos I-pos I-pos O B-pos I-pos I-pos O O O O O O O O O O O O B-chengfen I-chengfen I-chengfen B-pos I-pos O O O O O O O O O O O O O O O O O O O
1259	还没用，不知道怎么样，但是看包装什么像是正品	O O O O O O O O O O O O O O B-baozhuang I-baozhuang O O O O B-pos I-pos
1260	超级好用 清洁效果好特别好	B-pos I-pos I-pos I-pos O B-gongxiao I-gongxiao I-gongxiao I-gongxiao O B-pos I-pos I-pos
1261	保湿锁水效果真的很好，趁着还有活动，又下了一单，多存点	B-gongxiao I-gongxiao B-gongxiao I-gongxiao I-gongxiao I-gongxiao O O B-pos I-pos O O O O O B-jiage I-jiage O O O O O O O O O O
1262	送的面膜本来以为只有一两张，结果是这么大一包，刚刚用过效果还不错	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-pos I-pos I-pos
1263	昨天下单今天就到了，而且是**快递小哥亲自送到家门口来的，以后还在这家买，东西是正品，值得买	O O O O O O O O O O O O O O O B-wuliu I-wuliu I-wuliu I-wuliu O O O O O O O O O O O O O O O O O O O O B-pos I-pos I-pos O O O O
1264	**，一一如既往的支持你！质量很好且送货速度快！	O O O O O O O O O O O O O O O B-pos I-pos O B-wuliu I-wuliu I-wuliu I-wuliu B-pos O
1265	连续几年一直在这家店购买，双十一价格比平时优惠很多，希望给老顾客能更优惠。	O O O O O O O O O O O O O O O O B-jiage I-jiage O O O B-pos I-pos I-pos I-pos O O O O O O O O O O O O
1266	**的物流速度令人敬佩，以前是隔天到，现在早上下单，当天就到了，厉害厉害。还未使用，应该还行吧。	O O O B-wuliu I-wuliu I-wuliu I-wuliu O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
